21745,21446,13205,13022,31198,29268,650,28993,5639,20823	22512	21745,21446,13205,13022,31198,29268,650,28993,5639,20823,22512	0.0156148340924
18145,21216,11922,10683,32325,1661,16454,21667,1804,23809,23709	22900	18145,21216,10683,22900,11922,32325,1661,16454,21667,1804,23809,23709	-0.00556653491436
12854,23584,21679,22784,6263,11135,20426,16182,2247,2764,5541,10335	9584	12854,5541,21679,22784,6263,16182,20426,11135,2247,2764,23584,9584,10335	-0.00877787210837
4778,11643,1414,26451,22130,26273,6085,30311,8347,17138,12045,23258,14026	24557	4778,24557,6085,1414,26451,22130,26273,11643,30311,8347,17138,12045,23258,14026	0.0981532188493
23452,3454,15997,8455,1466,9106,7475,7555,25041,6867,4201,31204,15558,32634	13848	32634,23452,15997,8455,1466,13848,9106,7475,3454,25041,6867,4201,31204,15558,7555	-0.00683689591141
19007,31135,17685,25431,29200,28443,2060,13745,19955,5605,32106,5937,25307,12819,7474	6868	19007,31135,7474,6868,28443,25431,29200,17685,2060,13745,19955,32106,12819,25307,5605,5937	0.000940978314365
2707,1433,17660,7458,13781,17461,24588,15286,25125,27722,23513,2025,5997,24310,5421,21226	27047	2707,1433,27047,24310,7458,13781,17461,24588,15286,25125,27722,23513,21226,5997,17660,5421,2025	-0.00163313381145
30491,3873,14785,2734,14688,23604,18143,19447,3526,21301,31340,18066,5992,22898,30319,20050,18930	12483	30491,3873,14785,2734,14688,18143,12483,19447,3526,21301,31340,23604,5992,20050,22898,30319,18066,18930	0.00864888780874
24314,12584,31379,6222,20084,29351,12916,29588,11021,2141,14618,12372,3953,9975,25019,8717,3687,3487	4105	24314,12584,4105,3687,20084,29351,31379,29588,11021,12916,14618,12372,6222,9975,2141,25019,3953,8717,3487	0.000316464885251
19188,16999,24857,23461,13807,16084,13013,12690,26798,8258,29477,19254,8013,30725,18597,30589,19901,29087,25308	17947	16999,17947,24857,23461,13013,19901,25308,13807,19254,26798,16084,29477,12690,8013,29087,18597,30589,8258,30725,19188	0.000892883978956
24975,12775,24139,9608,28790,25137,7808,6672,7000,744,13806,23445,22333,17408,27038,10249,2728,9870,13958,25812	28389	24975,6672,24139,28790,9870,25137,12775,744,13806,23445,2728,7808,7000,10249,28389,17408,22333,13958,27038,9608,25812	-0.00309683903567
25837,17951,13195,14795,21925,23415,26340,16809,29843,20359,6083,20032,16925,21114,12189,7974,6074,4017,2160,22794,24804	18406	14795,7974,26340,6074,13195,6083,24804,25837,18406,2160,21925,4017,17951,22794,21114,23415,29843,20032,16925,12189,20359,16809	-0.00445081039913
643,7430,10142,17235,20859,12764,30351,3087,21660,23826,10328,31612,12400,14930,24960,23365,22550,5975,23983,6277,26836,25646	8255	643,7430,8255,10142,17235,20859,12764,30351,3087,21660,23826,10328,31612,12400,14930,24960,23365,22550,5975,23983,6277,26836,25646	-0.00177651478362
8557,10385,24305,17847,26788,6681,24769,15201,14877,29762,18679,27578,13814,24868,26862,25352,8920,32444,29097,19691,13123,432,24869	22966	8557,10385,24305,17847,26788,6681,24769,15201,14877,29762,22966,18679,27578,13814,24868,26862,25352,8920,32444,29097,19691,13123,432,24869	0.0286406101957
22535,23963,4,20694,28937,17540,26483,665,28299,4446,2530,6794,9704,15254,24747,3556,21530,18866,24962,25959,21758,24501,25575,754	19847	22535,23963,4,20694,28937,17540,26483,665,28299,4446,2530,19847,6794,9704,15254,24747,3556,21530,18866,24962,25959,21758,24501,25575,754	0.00176224939123
5946,18190,5616,8146,24142,13407,31213,10407,20234,18756,26692,7048,25568,24002,5877,6017,21027,10648,22147,29782,23740,20853,2042,20594,1087	23293	5946,18190,5616,8146,24142,13407,31213,10407,20234,18756,26692,7048,23293,25568,24002,5877,6017,21027,10648,22147,29782,23740,20853,2042,20594,1087	0.000807361266239
28635,25248,9818,26964,6335,3341,25715,13084,16114,22727,31745,32262,9587,16226,12671,5788,17548,12218,18621,20072,3259,176,14662,368,7119,6477	19203	28635,25248,9818,17548,6335,3341,25715,13084,16114,22727,31745,32262,9587,16226,19203,12671,5788,3259,12218,6477,20072,26964,176,14662,368,7119,18621	0.00118393430407
17254,11238,17902,12868,22598,31424,9319,4000,13838,6079,4601,6113,2354,8807,20050,23873,9443,1144,1830,13426,22097,10315,15285,11846,19966,22420,16010	32474	17254,11238,17902,32474,12868,22598,31424,9319,4000,13838,6079,4601,6113,2354,8807,20050,23873,9443,1144,1830,13426,22097,10315,15285,11846,19966,22420,16010	-0.00409316976631
32019,5749,21097,17229,15196,7142,5342,31687,15810,29210,26047,25777,22296,9114,21754,27984,7950,11593,23708,28298,28295,23453,25356,16640,26253,20053,9484,11433	18538	32019,5749,21097,17229,15196,7142,5342,31687,15810,11593,26047,25777,22296,9114,21754,27984,18538,7950,11433,29210,23708,28298,28295,23453,25356,16640,26253,9484,20053	-0.000100213204902
16750,5879,16528,26591,29468,14955,13502,737,23981,8449,26801,4368,19298,21572,12360,30744,14835,7474,8978,6858,1035,19028,16673,17742,4403,7307,3257,28734,22719	12259	5879,16528,8449,29468,14955,13502,16750,23981,26591,26801,4368,737,21572,12360,30744,14835,7474,22719,6858,1035,19028,19298,17742,4403,7307,3257,16673,28734,8978,12259	-0.00185088493919
20295,30647,21097,29816,14253,8343,22465,1512,27562,1435,21473,23084,8811,18619,28493,12203,11756,5694,11903,14171,5090,7187,6747,14660,21521,14239,9266,230,7227,2616	6056	6056,20295,30647,7227,21097,29816,14253,8343,22465,14171,27562,1435,21473,23084,8811,18619,28493,12203,11756,5694,11903,5090,7187,6747,21521,14239,1512,230,9266,14660,2616	-0.000725457737592
19894,6346,11563,17300,9787,28076,19941,5633,23381,13712,14868,7993,3430,29076,8318,8230,1204,26895,7089,10309,26900,24855,31907,7202,14531,27549,14343,24891,3682,5710,29606	6091	19894,6346,11563,26900,17300,9787,28076,19941,5633,23381,1204,14868,7993,3430,29076,6091,8318,8230,26895,31907,10309,13712,3682,7089,7202,14531,27549,14343,24891,24855,5710,29606	-0.00237056316142
10593,22699,29635,3389,1941,28466,30763,20247,974,9094,31677,24222,11601,23029,11733,15157,7324,11819,28722,26112,16303,32781,24196,22572,22078,12829,24112,3631,15191,32545,9844,14931	1650	10593,22699,29635,3389,1941,28466,30763,20247,974,1650,9094,31677,24222,23029,11733,3631,15157,7324,11819,28722,26112,22572,32781,24196,16303,22078,12829,24112,11601,15191,32545,9844,14931	0.00195636147682
23059,1319,8648,7988,16737,32022,24341,1722,7975,4163,28128,2345,23967,15740,15772,27337,9695,19217,19387,28260,4482,13370,21963,25356,31405,10256,1128,14884,19807,778,8129,17669,23786	22257	23059,1319,8648,7988,16737,32022,24341,1722,7975,4163,28128,2345,15740,15772,27337,9695,19217,22257,19387,25356,4482,13370,23786,21963,28260,31405,10256,1128,14884,19807,778,8129,17669,23967	-0.00120040107247
28304,7931,8619,17036,6847,2245,16137,28189,11036,16079,5926,27127,14804,10198,22050,29188,16940,8057,3755,32003,4302,8894,6534,16673,16936,3013,20756,26450,13201,5435,2071,6456,22601,20373	8032	8032,28304,7931,8619,17036,6847,16137,28189,11036,16079,5926,27127,14804,10198,13201,22050,29188,5435,8057,2071,32003,4302,8894,6534,16673,16936,3013,20756,26450,2245,16940,3755,6456,22601,20373	0.0102684505167
9637,24098,22722,20785,22993,19638,23822,17543,18368,28498,16610,27293,18250,13434,13321,15977,4141,8311,10234,22628,1919,30439,15966,10191,16941,28842,17878,1758,17330,30916,29157,20062,24045,9695,20915	8496	9637,24098,22722,20785,22993,19638,23822,17543,18368,15977,16610,27293,18250,13434,28842,28498,4141,8496,8311,10234,22628,1919,30439,15966,10191,16941,13321,17878,1758,17330,30916,29157,20062,24045,9695,20915	0.000237830687831
31639,21682,17427,27709,18324,15416,6388,32751,12636,23106,27048,15750,26968,20711,16090,16255,18640,13802,27628,9563,25587,21359,20806,11817,16044,27481,3819,29705,30645,31322,3059,17306,9514,4052,27422,1828	4598	31639,21682,17427,13802,18324,15416,6388,9563,12636,23106,27048,4052,15750,26968,20711,16090,16255,18640,27628,32751,25587,21359,20806,11817,4598,16044,27481,3819,29705,30645,31322,3059,17306,9514,27709,27422,1828	-0.00768389192854
