0	2	1
0	3	1
1	13	1
1	31	1
2	0	1
2	29	1
3	0	1
3	9	1
4	7	1
4	9	1
5	8	1
5	10	1
6	16	1
6	17	1
7	4	1
7	12	1
8	5	1
8	12	1
9	3	1
9	4	1
10	5	1
10	13	1
11	29	1
11	42	1
12	7	1
12	8	1
13	1	1
13	10	1
14	15	1
14	27	1
15	14	1
15	31	1
16	6	1
16	19	1
17	6	1
17	28	1
18	34	1
18	44	1
19	16	1
19	27	1
20	25	1
20	35	1
21	26	1
21	36	1
22	26	1
22	30	1
23	25	1
23	40	1
24	37	1
24	38	1
25	20	1
25	23	1
26	21	1
26	22	1
27	14	1
27	19	1
28	17	1
28	40	1
29	2	1
29	11	1
30	22	1
30	34	1
31	1	1
31	15	1
32	36	1
32	38	1
33	41	1
33	47	1
34	18	1
34	30	1
35	20	1
35	44	1
36	21	1
36	32	1
37	24	1
37	43	1
38	24	1
38	32	1
39	43	1
39	48	1
40	23	1
40	28	1
41	33	1
41	46	1
42	11	1
43	37	1
43	39	1
44	18	1
44	35	1
45	47	1
45	48	1
46	41	1
46	49	1
47	33	1
47	45	1
48	39	1
48	45	1
49	46	1
49	50	1
50	49	1
50	54	1
51	53	1
51	54	1
52	53	1
53	51	1
53	52	1
54	50	1
54	51	1
