36	98	8
39	0	1
39	5	3
39	10	2
39	14	1
39	18	3
39	24	4
39	30	3
39	36	5
39	41	3
39	45	3
39	47	1
39	57	5
39	60	4
39	61	3
39	62	2
39	63	5
39	64	1
39	65	5
39	67	5
39	69	4
39	70	2
39	75	1
39	76	4
39	77	1
39	78	3
39	83	1
39	84	1
39	86	2
39	92	2
39	96	6
39	97	5
39	98	3
40	2	4
40	6	4
40	10	1
40	18	5
40	24	6
40	30	6
40	36	1
40	41	6
40	45	1
40	47	4
40	52	2
40	55	2
40	57	1
40	60	1
40	61	2
40	62	4
40	63	1
40	65	4
40	67	1
40	70	1
40	75	1
40	78	6
40	92	1
40	96	4
40	98	4
41	0	5
41	2	8
41	5	4
41	6	6
41	9	1
41	10	9
41	14	3
41	16	4
41	18	18
41	20	7
41	24	12
41	30	9
41	33	3
41	36	10
41	39	3
41	40	6
41	44	2
41	45	22
41	47	5
41	49	4
41	52	2
41	53	4
41	54	3
41	55	3
41	56	5
41	57	6
41	60	10
41	61	7
41	62	15
41	63	6
41	65	18
41	67	5
41	69	6
41	70	13
41	73	6
41	75	2
41	76	14
41	77	2
41	78	24
41	83	1
41	84	6
41	86	3
41	92	4
41	96	9
41	97	16
41	98	13
44	0	1
44	14	1
44	16	1
44	33	1
44	36	2
44	41	2
44	45	2
44	49	1
44	53	2
44	56	2
44	63	1
44	65	1
44	69	2
44	70	2
44	75	1
44	76	1
44	78	2
44	92	1
44	96	1
44	97	2
44	98	1
45	0	6
45	2	6
45	5	7
45	6	2
45	9	1
45	10	15
45	14	4
45	16	4
45	18	24
45	20	9
45	24	7
45	30	5
45	33	5
45	36	13
45	39	3
45	40	1
45	41	22
45	44	2
45	47	2
45	49	9
45	53	4
45	54	3
45	55	3
45	56	7
45	57	5
45	60	13
45	61	4
45	62	17
45	63	7
45	65	23
45	67	5
45	69	11
45	70	21
45	73	10
45	75	3
45	76	20
45	77	4
45	78	24
45	83	4
45	84	8
45	86	8
45	92	5
45	96	8
45	97	22
45	98	17
47	0	3
47	1	1
47	2	6
47	5	1
47	6	7
47	10	2
47	18	5
47	24	8
47	30	10
47	33	1
47	35	2
47	39	1
47	40	4
47	41	5
47	45	2
47	52	2
47	53	1
47	54	1
47	55	1
47	56	5
47	57	1
47	60	1
47	61	6
47	62	4
47	63	5
47	65	3
47	67	5
47	69	6
47	70	5
47	75	8
47	77	5
47	78	9
47	96	7
47	97	1
47	98	7
49	0	1
49	2	2
49	5	3
49	10	7
49	14	3
49	16	3
49	18	6
49	24	1
49	33	2
49	36	5
49	41	4
49	44	1
49	45	9
49	53	2
49	54	2
49	55	1
49	56	3
49	57	1
49	60	5
49	62	5
49	63	1
49	65	6
49	67	1
49	69	4
49	70	8
49	73	2
49	75	1
49	76	5
49	77	1
49	78	6
49	83	1
49	86	3
49	92	1
49	96	2
49	97	7
49	98	7
52	2	1
52	6	2
52	10	1
52	18	2
52	24	3
52	30	2
52	33	1
52	40	2
52	41	2
52	47	2
52	55	1
52	62	2
52	63	1
52	64	1
52	65	1
52	69	1
52	70	1
52	75	1
52	77	1
52	78	3
52	96	3
52	98	2
53	0	2
53	2	1
53	5	2
53	10	2
53	14	2
53	16	5
53	18	1
53	33	1
53	36	2
53	41	4
53	44	2
53	45	4
53	47	1
53	49	2
53	54	2
53	56	6
53	60	2
53	62	1
53	63	1
53	65	3
53	69	3
53	70	4
53	75	1
53	76	2
53	78	4
53	92	1
53	96	1
53	97	4
53	98	2
54	0	2
54	2	2
54	5	3
54	10	3
54	14	1
54	16	2
54	18	1
54	24	1
54	33	1
54	36	1
54	41	3
54	45	3
54	47	1
54	49	2
54	53	2
54	56	3
54	60	2
54	62	1
54	65	2
54	69	1
54	70	3
54	76	2
54	78	3
54	97	3
54	98	2
55	2	3
55	6	1
55	10	2
55	16	1
55	18	4
55	24	2
55	30	3
55	36	1
55	40	2
55	41	3
55	45	3
55	47	1
55	49	1
55	52	1
55	60	2
55	62	3
55	65	3
55	70	2
55	78	4
55	92	3
55	96	1
55	98	4
56	0	5
56	2	2
56	5	3
56	6	1
56	10	3
56	14	2
56	16	3
56	18	1
56	24	3
56	30	5
56	33	4
56	36	3
56	41	5
56	44	2
56	45	7
56	47	5
56	49	3
56	53	6
56	54	3
56	60	2
56	61	3
56	62	1
56	63	6
56	65	3
56	67	3
56	69	8
56	70	8
56	75	6
56	76	3
56	77	5
56	78	9
56	92	1
56	96	5
56	97	5
56	98	6
57	2	1
57	5	3
57	6	1
57	10	3
57	14	1
57	18	6
57	20	1
57	24	6
57	30	4
57	36	8
57	39	5
57	40	1
57	41	6
57	45	5
57	47	1
57	49	1
57	60	6
57	61	6
57	62	6
57	63	6
57	64	1
57	65	8
57	67	6
57	69	4
57	70	3
57	73	1
57	76	5
57	78	5
57	83	1
57	84	1
57	86	3
57	92	2
57	96	8
57	97	8
57	98	5
60	0	3
60	2	4
60	5	6
60	6	1
60	10	11
60	14	3
60	16	2
60	18	12
60	24	5
60	30	2
60	36	7
60	39	4
60	40	1
60	41	10
60	45	13
60	47	1
60	49	5
60	53	2
60	54	2
60	55	2
60	56	2
60	57	6
60	61	4
60	62	9
60	63	5
60	64	1
60	65	14
60	67	6
60	69	6
60	70	10
60	73	1
60	76	8
60	77	1
60	78	8
60	83	1
60	84	2
60	86	5
60	92	4
60	96	6
60	97	14
60	98	12
61	0	1
61	1	1
61	2	9
61	4	1
61	5	1
61	6	7
61	10	1
61	14	3
61	18	4
61	20	1
61	24	10
61	30	10
61	33	1
61	35	7
61	36	6
61	39	3
61	40	2
61	41	7
61	45	4
61	47	6
61	56	3
61	57	6
61	60	4
61	62	7
61	63	9
61	65	8
61	67	11
61	69	9
61	70	3
61	75	7
61	76	2
61	77	4
61	78	9
61	92	1
61	96	9
61	97	6
61	98	5
62	0	3
62	2	6
62	5	2
62	6	4
62	10	12
62	16	1
62	18	19
62	20	4
62	24	9
62	30	8
62	36	9
62	39	2
62	40	4
62	41	15
62	45	17
62	47	4
62	49	5
62	52	2
62	53	1
62	54	1
62	55	3
62	56	1
62	57	6
62	60	9
62	61	7
62	63	6
62	65	21
62	67	4
62	69	2
62	70	13
62	73	7
62	76	8
62	77	2
62	78	16
62	83	3
62	84	2
62	86	6
62	92	2
62	96	8
62	97	16
62	98	12
63	0	4
63	2	1
63	5	2
63	6	1
63	10	2
63	14	1
63	18	4
63	20	1
63	24	10
63	30	10
63	33	3
63	36	8
63	39	5
63	40	1
63	41	6
63	44	1
63	45	7
63	47	5
63	49	1
63	52	1
63	53	1
63	56	6
63	57	6
63	60	5
63	61	9
63	62	6
63	64	2
63	65	9
63	67	9
63	69	10
63	70	8
63	75	7
63	76	4
63	77	6
63	78	13
63	86	1
63	92	3
63	96	13
63	97	8
63	98	9
64	5	1
64	10	1
64	18	1
64	24	1
64	33	1
64	36	1
64	39	1
64	52	1
64	57	1
64	60	1
64	63	2
64	65	1
64	67	1
64	69	2
64	70	1
64	75	1
64	76	1
64	77	1
64	78	1
64	86	1
64	92	1
64	96	2
64	97	1
64	98	2
65	0	4
65	2	6
65	5	7
65	6	3
65	10	15
65	14	3
65	16	2
65	18	23
65	20	5
65	24	10
65	30	8
65	36	13
65	39	5
65	40	4
65	41	18
65	44	1
65	45	23
65	47	3
65	49	6
65	52	1
65	53	3
65	54	2
65	55	3
65	56	3
65	57	8
65	60	14
65	61	8
65	62	21
65	63	9
65	64	1
65	67	8
65	69	7
65	70	15
65	73	7
65	76	15
65	77	2
65	78	19
65	83	4
65	84	4
65	86	8
65	92	6
65	96	11
65	97	22
65	98	16
67	0	1
67	1	1
67	2	3
67	5	4
67	6	3
67	10	3
67	14	2
67	18	4
67	24	7
67	30	7
67	35	3
67	36	8
67	39	5
67	40	1
67	41	5
67	45	5
67	47	5
67	49	1
67	56	3
67	57	6
67	60	6
67	61	11
67	62	4
67	63	9
67	64	1
67	65	8
67	69	9
67	70	3
67	75	5
67	76	5
67	77	3
67	78	6
67	83	1
67	84	1
67	86	3
67	92	2
67	96	10
67	97	7
67	98	6
69	0	4
69	2	5
69	4	1
69	5	6
69	6	4
69	10	6
69	14	6
69	16	2
69	18	6
69	24	7
69	30	7
69	33	5
69	35	5
69	36	9
69	39	4
69	41	6
69	44	2
69	45	11
69	47	6
69	49	4
69	52	1
69	53	3
69	54	1
69	56	8
69	57	4
69	60	6
69	61	9
69	62	2
69	63	10
69	64	2
69	65	7
69	67	9
69	70	12
69	73	2
69	75	11
69	76	9
69	77	7
69	78	10
69	83	1
69	84	1
69	86	5
69	92	3
69	96	11
69	97	9
69	98	12
70	0	8
70	2	6
70	5	5
70	6	2
70	10	13
70	14	2
70	16	4
70	18	14
70	24	7
70	30	6
70	33	6
70	36	10
70	39	2
70	40	1
70	41	13
70	44	2
70	45	21
70	47	5
70	49	8
70	52	1
70	53	4
70	54	3
70	55	2
70	56	8
70	57	3
70	60	10
70	61	3
70	62	13
70	63	8
70	64	1
70	65	15
70	67	3
70	69	12
70	73	4
70	75	7
70	76	9
70	77	7
70	78	18
70	83	2
70	84	1
70	86	6
70	92	3
70	96	7
70	97	15
70	98	19
73	5	1
73	6	1
73	9	2
73	10	4
73	18	10
73	20	6
73	36	4
73	41	6
73	45	10
73	49	2
73	57	1
73	60	1
73	62	7
73	65	7
73	69	2
73	70	4
73	76	10
73	78	5
73	83	3
73	84	4
73	86	5
73	97	8
73	98	2
75	0	3
75	1	1
75	2	5
75	4	1
75	6	5
75	14	2
75	16	1
75	18	1
75	24	7
75	30	8
75	33	4
75	35	4
75	36	1
75	39	1
75	40	1
75	41	2
75	44	1
75	45	3
75	47	8
75	49	1
75	52	1
75	53	1
75	56	6
75	61	7
75	63	7
75	64	1
75	67	5
75	69	11
75	70	7
75	77	6
75	78	8
75	96	7
75	97	1
75	98	6
76	0	2
76	2	1
76	5	7
76	6	1
76	9	1
76	10	9
76	14	3
76	16	2
76	18	17
76	20	11
76	24	3
76	30	1
76	33	2
76	36	12
76	39	4
76	41	14
76	44	1
76	45	20
76	49	5
76	53	2
76	54	2
76	56	3
76	57	5
76	60	8
76	61	2
76	62	8
76	63	4
76	64	1
76	65	15
76	67	5
76	69	9
76	70	9
76	73	10
76	77	1
76	78	15
76	83	4
76	84	12
76	86	8
76	92	3
76	96	5
76	97	17
76	98	8
77	0	2
77	2	1
77	6	2
77	10	1
77	18	2
77	24	4
77	30	5
77	33	3
77	36	1
77	39	1
77	41	2
77	45	4
77	47	5
77	49	1
77	52	1
77	56	5
77	60	1
77	61	4
77	62	2
77	63	6
77	64	1
77	65	2
77	67	3
77	69	7
77	70	7
77	75	6
77	76	1
77	78	8
77	96	5
77	97	1
77	98	7
78	0	6
78	2	9
78	5	3
78	6	7
78	9	1
78	10	8
78	14	2
78	16	3
78	18	19
78	20	11
78	24	15
78	30	15
78	33	6
78	36	9
78	39	3
78	40	6
78	41	24
78	44	2
78	45	24
78	47	9
78	49	6
78	52	3
78	53	4
78	54	3
78	55	4
78	56	9
78	57	5
78	60	8
78	61	9
78	62	16
78	63	13
78	64	1
78	65	19
78	67	6
78	69	10
78	70	18
78	73	5
78	75	8
78	76	15
78	77	8
78	83	1
78	84	8
78	86	1
78	92	4
78	96	14
78	97	14
78	98	18
83	5	1
83	10	3
83	18	4
83	20	2
83	36	2
83	39	1
83	41	1
83	45	4
83	49	1
83	57	1
83	60	1
83	62	3
83	65	4
83	67	1
83	69	1
83	70	2
83	73	3
83	76	4
83	78	1
83	84	2
83	86	3
83	96	1
83	97	4
83	98	1
84	5	1
84	6	1
84	9	1
84	10	1
84	18	7
84	20	8
84	36	1
84	39	1
84	41	6
84	45	8
84	57	1
84	60	2
84	62	2
84	65	4
84	67	1
84	69	1
84	70	1
84	73	4
84	76	12
84	78	8
84	83	2
84	86	2
84	96	1
84	97	5
84	98	1
86	0	1
86	5	4
86	10	7
86	14	1
86	16	1
86	18	9
86	20	1
86	24	1
86	36	7
86	39	2
86	41	3
86	45	8
86	49	3
86	57	3
86	60	5
86	62	6
86	63	1
86	64	1
86	65	8
86	67	3
86	69	5
86	70	6
86	73	5
86	76	8
86	78	1
86	83	3
86	84	2
86	92	1
86	96	3
86	97	9
86	98	6
92	0	1
92	2	2
92	5	2
92	10	3
92	14	1
92	18	5
92	24	2
92	30	2
92	36	3
92	39	2
92	40	1
92	41	4
92	44	1
92	45	5
92	49	1
92	53	1
92	55	3
92	56	1
92	57	2
92	60	4
92	61	1
92	62	2
92	63	3
92	64	1
92	65	6
92	67	2
92	69	3
92	70	3
92	76	3
92	78	4
92	86	1
92	96	2
92	97	3
92	98	5
96	0	2
96	2	2
96	5	4
96	6	4
96	10	4
96	14	3
96	16	1
96	18	8
96	20	1
96	24	13
96	30	12
96	33	4
96	36	10
96	39	6
96	40	4
96	41	9
96	44	1
96	45	8
96	47	7
96	49	2
96	52	3
96	53	1
96	55	1
96	56	5
96	57	8
96	60	6
96	61	9
96	62	8
96	63	13
96	64	2
96	65	11
96	67	10
96	69	11
96	70	7
96	75	7
96	76	5
96	77	5
96	78	14
96	83	1
96	84	1
96	86	3
96	92	2
96	97	9
96	98	10
97	0	5
97	2	4
97	5	8
97	6	1
97	10	14
97	14	4
97	16	4
97	18	18
97	20	5
97	24	7
97	30	3
97	33	2
97	36	15
97	39	5
97	41	16
97	44	2
97	45	22
97	47	1
97	49	7
97	53	4
97	54	3
97	56	5
97	57	8
97	60	14
97	61	6
97	62	16
97	63	8
97	64	1
97	65	22
97	67	7
97	69	9
97	70	15
97	73	8
97	75	1
97	76	17
97	77	1
97	78	14
97	83	4
97	84	5
97	86	9
97	92	3
97	96	9
97	98	13
98	0	6
98	2	8
98	5	6
98	6	5
98	10	13
98	14	2
98	16	3
98	18	16
98	24	11
98	30	9
98	33	3
98	36	8
98	39	3
98	40	4
98	41	13
98	44	1
98	45	17
98	47	7
98	49	7
98	52	2
98	53	2
98	54	2
98	55	4
98	56	6
98	57	5
98	60	12
98	61	5
98	62	12
98	63	9
98	64	2
98	65	16
98	67	6
98	69	12
98	70	19
98	73	2
98	75	6
98	76	8
98	77	7
98	78	18
98	83	1
98	84	1
98	86	6
98	92	5
98	96	10
98	97	13
